,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Situação operacional da Back Up Dam,Vida útil prevista da Back Up Dam (Anos),Posicionamento (Back Up Dam),Altura Máxima do projeto da Back Up Dam (m),Teor (%) do minério principal inserido no rejeito,Tipo de Barragem de Mineração_Barragem/Barramento/Dique,Tipo de Barragem de Mineração_Cava com Barramento Construído,Tipo de Barragem de Mineração_Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Cluster
417,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
418,2,2,0,1,0,0,0.0,1,0.0,49.0,1,0,0,2
419,1,2,0,1,0,0,0.0,1,0.0,35.0,1,0,0,0
420,2,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
421,1,1,0,0,0,0,0.0,1,0.0,46.87,1,0,0,0
422,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
424,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
425,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
426,1,2,0,1,0,0,0.0,1,0.0,48.32,1,0,0,2
427,1,1,0,0,0,0,0.0,1,0.0,21.7,1,0,0,0
428,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
429,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
430,1,3,1,1,4,0,0.0,1,0.0,47.6,1,0,0,2
431,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
432,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
433,1,2,0,1,0,0,0.0,1,0.0,48.32,1,0,0,2
434,1,1,0,0,0,0,0.0,1,0.0,38.8,1,0,0,0
435,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
436,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
437,1,3,1,1,0,0,0.0,1,0.0,20.0,1,0,0,2
438,1,3,1,1,0,0,0.0,1,0.0,2.81,1,0,0,2
439,1,2,0,1,0,0,0.0,1,0.0,2.81,1,0,0,0
440,1,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
441,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
442,1,1,0,0,0,0,0.0,1,0.0,22.0,1,0,0,0
443,3,3,1,1,3,0,0.0,1,0.0,36.0,1,0,0,2
444,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
445,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
446,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
447,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
448,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
449,1,3,1,1,0,0,0.0,1,0.0,25.0,1,0,0,2
450,1,1,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
451,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
452,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
453,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
454,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
455,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
456,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
457,1,3,1,1,0,0,0.0,1,0.0,45.51,1,0,0,2
458,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
459,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
460,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
461,1,3,1,1,0,0,0.0,1,0.0,41.98,1,0,0,2
462,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
463,2,1,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
464,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
465,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
466,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
467,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
468,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
469,1,3,1,1,0,0,0.0,1,0.0,20.0,1,0,0,2
470,1,1,0,1,0,0,0.0,1,0.0,9.0,0,1,0,3
471,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
472,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
473,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
474,1,1,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
475,3,3,1,1,1,0,0.0,1,0.0,0.0,1,0,0,2
476,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
477,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
478,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
479,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
480,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
481,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
482,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
483,1,3,1,1,0,0,0.0,1,0.0,19.0,1,0,0,2
484,1,3,1,1,0,0,0.0,1,0.0,12.8,0,1,0,3
486,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
487,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
488,3,3,1,1,1,0,0.0,1,0.0,14.6,1,0,0,2
489,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
490,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
491,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
492,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
493,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
494,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
495,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
496,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
497,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
498,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
499,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
500,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
501,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
502,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
503,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
504,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
505,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
506,1,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
507,1,3,1,1,0,0,0.0,1,0.0,20.0,1,0,0,2
508,1,3,1,1,0,0,0.0,1,0.0,18.0,1,0,0,2
509,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
510,2,2,0,1,0,0,0.0,1,0.0,31.0,1,0,0,0
511,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
512,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
513,2,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
514,3,3,1,1,1,1,7.0,1,33.0,56.0,1,0,0,1
515,3,3,1,1,1,0,0.0,1,0.0,0.0,1,0,0,2
516,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
517,3,3,1,1,1,0,0.0,1,0.0,0.0,1,0,0,2
519,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
520,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
521,3,3,1,1,1,0,0.0,1,0.0,39.0,1,0,0,2
522,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
523,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
524,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
525,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
526,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
527,1,3,1,1,4,0,0.0,1,0.0,0.01,1,0,0,2
528,3,3,1,1,1,0,0.0,1,0.0,42.0,1,0,0,2
529,3,3,1,1,1,0,0.0,1,0.0,0.0,1,0,0,2
531,2,3,1,1,0,0,0.0,1,0.0,50.0,1,0,0,2
532,1,3,1,1,0,0,0.0,1,0.0,45.0,1,0,0,2
533,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
534,3,3,1,1,1,0,0.0,1,0.0,54.0,1,0,0,2
535,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
537,3,3,1,1,1,0,0.0,1,0.0,26.62,1,0,0,2
538,2,1,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
539,1,3,1,1,4,1,10.0,1,87.0,45.0,1,0,0,1
540,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
541,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
542,3,3,1,1,2,1,10.0,1,87.0,45.0,1,0,0,1
543,3,3,1,1,3,1,10.0,1,87.0,40.0,1,0,0,1
544,3,2,0,1,1,0,0.0,1,0.0,45.0,1,0,0,2
545,1,3,1,1,0,0,0.0,1,0.0,26.62,1,0,0,2
546,3,3,1,1,2,1,10.0,1,87.0,45.0,1,0,0,1
547,2,3,1,1,4,1,10.0,1,87.0,45.0,1,0,0,1
548,1,3,1,1,0,1,10.0,1,87.0,36.0,1,0,0,1
549,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
550,1,3,1,1,4,0,0.0,1,0.0,35.27,1,0,0,2
551,3,3,1,1,1,0,0.0,1,0.0,1.0,1,0,0,2
552,3,3,1,1,2,1,10.0,1,87.0,45.0,1,0,0,1
553,1,2,0,1,0,0,0.0,1,0.0,50.2,1,0,0,2
554,1,2,1,1,0,0,0.0,1,0.0,6.17,1,0,0,2
555,1,3,1,1,0,0,0.0,1,0.0,96.7,1,0,0,2
556,1,3,1,1,0,0,0.0,1,0.0,16.6,1,0,0,2
557,1,3,1,1,0,0,0.0,1,0.0,16.6,1,0,0,2
558,1,2,1,1,0,0,0.0,1,0.0,6.17,1,0,0,2
559,1,3,1,1,0,0,0.0,1,0.0,0.05,1,0,0,2
560,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
561,1,3,1,1,0,0,0.0,1,0.0,6.17,1,0,0,2
562,1,2,1,1,0,0,0.0,1,0.0,6.17,1,0,0,2
563,1,3,1,1,0,0,0.0,1,0.0,2.3,1,0,0,2
564,3,3,1,1,1,0,0.0,1,0.0,16.0,1,0,0,2
565,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
566,1,3,1,1,0,0,0.0,1,0.0,16.0,1,0,0,2
567,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
568,1,3,1,1,0,0,0.0,1,0.0,1.5,1,0,0,2
569,1,2,0,1,0,0,0.0,1,0.0,1.5,1,0,0,0
570,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
571,1,3,1,1,0,0,0.0,1,0.0,0.22,1,0,0,2
572,3,3,1,1,1,0,0.0,1,0.0,42.0,1,0,0,2
573,3,3,1,1,1,0,0.0,1,0.0,99.99,1,0,0,2
574,1,3,1,1,4,0,0.0,1,0.0,42.0,1,0,0,2
575,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
576,3,3,1,1,1,0,0.0,1,0.0,99.99,1,0,0,2
577,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
578,1,3,1,1,0,0,0.0,1,0.0,72.48,0,0,1,4
579,1,3,1,1,0,0,0.0,1,0.0,19.52,1,0,0,2
580,1,3,1,1,0,0,0.0,1,0.0,0.16,1,0,0,2
581,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
582,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
583,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
584,2,1,0,1,0,0,0.0,1,0.0,40.0,0,0,1,4
585,1,3,1,1,0,0,0.0,1,0.0,30.0,1,0,0,2
586,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
587,1,3,1,1,0,0,0.0,1,0.0,2.0,1,0,0,2
588,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
589,1,3,1,1,4,0,0.0,1,0.0,0.0,1,0,0,2
590,1,3,1,1,4,0,0.0,1,0.0,0.0,1,0,0,2
591,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
593,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
594,1,3,1,1,4,0,0.0,1,0.0,72.48,0,0,1,4
595,1,3,1,1,4,0,0.0,1,0.0,0.0,1,0,0,2
596,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
597,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
598,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
599,1,1,0,0,0,0,0.0,1,0.0,2.0,1,0,0,0
600,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
601,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
602,1,1,0,0,0,0,0.0,1,0.0,2.0,1,0,0,0
603,1,3,1,1,0,0,0.0,1,0.0,20.01,1,0,0,2
604,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
605,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
606,1,3,1,1,4,0,0.0,1,0.0,35.0,1,0,0,2
607,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
608,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
609,1,1,0,0,0,0,0.0,1,0.0,50.0,1,0,0,0
610,1,1,0,0,0,0,0.0,1,0.0,100.0,1,0,0,0
611,1,1,0,0,0,0,0.0,1,0.0,20.0,1,0,0,0
612,1,3,1,1,0,0,0.0,1,0.0,1.0,1,0,0,2
613,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
614,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
615,1,3,1,1,0,0,0.0,1,0.0,3.0,1,0,0,2
616,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
617,1,3,1,1,0,0,0.0,1,0.0,5.0,1,0,0,2
618,1,1,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
619,2,1,0,0,0,0,0.0,1,0.0,12.0,1,0,0,0
620,2,1,0,0,0,0,0.0,1,0.0,12.0,1,0,0,0
621,1,1,0,0,0,0,0.0,1,0.0,5.0,1,0,0,0
622,2,1,0,0,0,0,0.0,1,0.0,8.0,1,0,0,0
623,1,1,0,0,0,0,0.0,1,0.0,12.0,1,0,0,0
624,2,1,0,0,0,0,0.0,1,0.0,12.0,1,0,0,0
625,1,1,0,0,0,0,0.0,1,0.0,12.0,1,0,0,0
626,1,1,0,0,0,0,0.0,1,0.0,5.0,1,0,0,0
627,2,1,0,0,0,0,0.0,1,0.0,8.0,1,0,0,0
628,2,1,0,0,0,0,0.0,1,0.0,12.0,1,0,0,0
629,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
630,1,3,1,1,0,0,0.0,1,0.0,2.5,1,0,0,2
631,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
632,1,3,1,1,4,0,0.0,1,0.0,20.0,1,0,0,2
633,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
634,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
635,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
636,2,1,0,0,0,0,0.0,1,0.0,10.0,1,0,0,0
637,2,1,0,0,0,0,0.0,1,0.0,0.01,0,1,0,3
638,2,1,0,0,0,0,0.0,1,0.0,0.01,0,1,0,3
639,2,1,0,0,0,0,0.0,1,0.0,0.01,0,1,0,3
640,2,1,0,0,0,0,0.0,1,0.0,10.0,1,0,0,0
641,2,1,0,0,0,0,0.0,1,0.0,10.0,0,1,0,3
642,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
643,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
644,1,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
645,1,1,0,0,0,0,0.0,1,0.0,10.0,0,1,0,3
646,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
647,1,3,1,1,0,0,0.0,1,0.0,0.65,0,0,1,4
648,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
649,1,3,1,1,0,0,0.0,1,0.0,3.33,1,0,0,2
650,2,1,0,0,0,0,0.0,1,0.0,5.0,0,1,0,3
651,2,1,0,0,0,0,0.0,1,0.0,30.0,0,1,0,3
652,1,2,0,1,0,0,0.0,1,0.0,5.0,0,1,0,3
653,2,1,0,0,0,0,0.0,1,0.0,0.01,0,1,0,3
654,2,1,0,0,0,0,0.0,1,0.0,5.0,0,1,0,3
655,2,1,0,0,0,0,0.0,1,0.0,0.01,0,1,0,3
656,1,3,1,1,4,0,0.0,1,0.0,3.0,1,0,0,2
657,2,1,0,0,0,0,0.0,1,0.0,3.0,1,0,0,0
658,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
659,2,2,0,1,0,0,0.0,1,0.0,0.0,0,1,0,3
660,2,3,1,1,4,0,0.0,1,0.0,10.0,0,1,0,3
661,2,1,0,0,0,0,0.0,1,0.0,10.0,0,1,0,3
662,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
663,1,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
664,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
665,1,3,1,1,4,0,0.0,1,0.0,15.0,1,0,0,2
666,2,1,0,0,0,0,0.0,1,0.0,15.0,0,1,0,3
667,1,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
668,2,1,0,0,0,0,0.0,1,0.0,2.0,1,0,0,0
669,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
670,1,1,0,0,0,0,0.0,1,0.0,10.0,1,0,0,0
671,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
672,2,1,0,0,0,0,0.0,1,0.0,3.0,1,0,0,0
673,2,1,0,0,0,0,0.0,1,0.0,10.0,0,1,0,3
674,1,1,0,0,0,0,0.0,1,0.0,15.0,1,0,0,0
675,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
676,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
677,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
678,1,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
679,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
680,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
681,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
682,2,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
683,2,3,1,1,4,0,0.0,1,0.0,0.01,0,1,0,3
684,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
685,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
686,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
687,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
688,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
689,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
690,1,2,0,1,0,0,0.0,1,0.0,0.0,1,0,0,0
691,1,1,0,1,0,0,0.0,1,0.0,1.0,0,1,0,3
692,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
693,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
694,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
695,1,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
696,1,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
697,2,2,0,1,0,0,0.0,1,0.0,10.0,1,0,0,0
698,1,2,0,1,0,0,0.0,1,0.0,10.0,0,1,0,3
699,2,1,0,0,0,0,0.0,1,0.0,10.0,1,0,0,0
700,2,1,0,0,0,0,0.0,1,0.0,10.0,1,0,0,0
701,2,1,0,0,0,0,0.0,1,0.0,10.0,1,0,0,0
702,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
703,2,2,0,1,0,0,0.0,1,0.0,5.0,1,0,0,0
704,2,2,0,1,0,0,0.0,1,0.0,5.0,1,0,0,0
705,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
706,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
707,1,3,1,1,0,0,0.0,1,0.0,4.0,0,1,0,3
708,1,3,1,1,0,0,0.0,1,0.0,4.0,0,1,0,3
709,1,3,1,1,0,0,0.0,1,0.0,4.0,1,0,0,2
710,1,2,0,1,0,0,0.0,1,0.0,5.0,0,1,0,3
711,1,3,1,1,0,0,0.0,1,0.0,6.7,1,0,0,2
712,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
713,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
714,1,3,1,1,0,0,0.0,1,0.0,6.7,1,0,0,2
715,1,3,1,1,0,0,0.0,1,0.0,1.0,1,0,0,2
716,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
717,1,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
718,1,3,1,1,4,0,0.0,1,0.0,1.0,1,0,0,2
719,1,3,1,1,0,1,50.0,1,6.0,10.0,1,0,0,1
720,2,2,0,1,4,0,0.0,1,0.0,80.0,1,0,0,2
721,2,2,0,1,0,0,0.0,1,0.0,12.0,1,0,0,0
722,2,2,0,1,0,0,0.0,1,0.0,20.0,1,0,0,0
723,2,1,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
724,1,3,1,1,0,0,0.0,1,0.0,40.0,1,0,0,2
725,2,1,0,0,0,0,0.0,1,0.0,35.0,1,0,0,0
726,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
727,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
728,1,3,1,1,0,0,0.0,1,0.0,35.0,1,0,0,2
729,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
730,2,2,0,1,0,0,0.0,1,0.0,40.0,1,0,0,0
731,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
732,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
733,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
734,2,1,0,0,0,0,0.0,1,0.0,35.0,1,0,0,0
735,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
736,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
737,2,2,0,1,0,0,0.0,1,0.0,40.0,1,0,0,0
738,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
739,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
740,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
741,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
742,2,1,0,0,0,0,0.0,1,0.0,0.15,1,0,0,0
743,2,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
744,1,1,0,0,0,0,0.0,1,0.0,30.0,1,0,0,0
745,2,2,0,1,0,0,0.0,1,0.0,0.05,1,0,0,0
746,2,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
748,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
749,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
750,2,1,0,0,0,0,0.0,1,0.0,0.05,1,0,0,0
751,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
752,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
753,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
754,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
755,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
756,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
757,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
758,1,3,1,1,0,0,0.0,1,0.0,0.6,1,0,0,2
760,3,2,0,1,1,0,0.0,1,0.0,35.0,0,1,0,3
761,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
762,2,3,1,1,0,0,0.0,1,0.0,0.03,0,1,0,3
763,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
764,1,1,0,0,0,0,0.0,1,0.0,0.2,1,0,0,0
766,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
767,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
768,3,2,0,1,1,0,0.0,1,0.0,0.02,1,0,0,0
769,2,1,0,0,0,0,0.0,1,0.0,0.15,1,0,0,0
770,2,3,1,1,0,0,0.0,1,0.0,0.06,1,0,0,2
771,2,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
772,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
773,1,1,0,0,0,0,0.0,1,0.0,70.0,1,0,0,0
774,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
775,1,1,0,0,0,0,0.0,1,0.0,20.0,1,0,0,0
776,2,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
777,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
778,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
779,2,3,1,1,0,0,0.0,1,0.0,0.18,1,0,0,2
780,0,0,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
782,1,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
783,2,2,0,1,0,0,0.0,1,0.0,0.2,1,0,0,0
784,1,2,0,1,0,0,0.0,1,0.0,0.2,1,0,0,0
785,2,3,1,1,0,0,0.0,1,0.0,0.03,0,1,0,3
786,2,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
787,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
788,2,3,1,1,0,0,0.0,1,0.0,0.18,0,1,0,3
789,3,3,1,1,1,0,0.0,1,0.0,0.0,1,0,0,2
790,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
791,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
792,2,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
793,2,1,0,1,0,0,0.0,1,0.0,0.2,1,0,0,0
794,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
795,2,1,0,1,0,0,0.0,1,0.0,40.0,1,0,0,0
796,2,1,0,0,0,0,0.0,1,0.0,0.05,1,0,0,0
797,2,1,0,0,0,0,0.0,1,0.0,0.1,1,0,0,0
798,2,2,0,1,0,0,0.0,1,0.0,0.2,1,0,0,0
799,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
800,2,1,0,0,0,0,0.0,1,0.0,0.15,1,0,0,0
801,1,2,0,1,0,0,0.0,1,0.0,0.2,1,0,0,0
802,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
803,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
804,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
805,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
806,2,2,0,1,0,0,0.0,1,0.0,40.0,1,0,0,0
807,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
